DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
AV.CANILLEJAS-ALBAIDA,Avda,de,Canillejas a Vicálvaro,20.0,448223.0,4476201.0,T,"48, 167"
AV.HELLIN-ALCONERA,Avda,de,Hellín,20.0,447846.0,4476204.0,T,"38, 153, 165"
ALBAIDA-AV.CANILLEJAS,Calle,de,Albaida,20.0,448151.0,4476302.0,T,"38, 153, 165"
FRENTE N.5,Calle,de,Fenelón,20.0,448239.0,4476695.0,T,N5
RAMON GOMEZ SERNA-ALEJANDRO CASONA,Calle,de,Alejandro Casona,8.0,438255.0,4481839.0,T,82
RIBADAVIA-SINESIO DELGADO,Calle,de,Ribadavia,8.0,440368.0,4480675.0,T,42
NANCLARES DE OCA-ARAMAYONA,Calle,de,Nanclares de Oca,20.0,451047.0,4477488.0,T,"77, 167"
SILVANO-COL.VIRGEN DE LA ESPERANZA,Calle,de,Silvano,16.0,445650.0,4479173.0,T,"120, 122"
AV.MACHUPICHU-PZA.MANUEL RODRIGO,Avda,de,Machupichu,16.0,446445.0,4479290.0,T,"112, 122, 153"
PEÑA CERVERA-FUENTIDUEÑA,Calle,de,Peña Cervera,18.0,447442.0,4469251.0,T,142
ASCAO-HERMANOS GARCÍA NOBLEJAS,Calle,de,Ascao,15.0,446243.0,4476192.0,T,"28, N6"
GRAN VIA HORTALEZA-GTA.LUIS ROSALES,G.v.,de,Hortaleza,16.0,444552.0,4479991.0,T,87
JAZMIN-GOLFO DE SALONICA,Calle,del,Jazmín,15.0,443958.0,4481714.0,T,"129, N1"
ALCALA-AVENIDA FELIPE II,Calle,de,Alcalá,4.0,442751.0,4475300.0,T,"E2, E3, N5, N7"
A.LOPEZ CASERO-PZA.JOSE BANUS,Calle,del,Alcalde López Casero,15.0,444489.0,4476360.0,T,146
GTA.DE RUIZ JIMENEZ,Gta,de,Ruiz Jiménez,1.0,440278.0,4475862.0,T,147
PZA.REGIONES-LAGARTERA,Calle,de la,Lagartera,13.0,443080.0,4470460.0,T,"111, N11"
RUIDERA-BOHONAL,Calle,de,Ruidera,13.0,442727.0,4470338.0,T,"102, 111"
RONDA SUR-STA.RAFAELA,Ronda,de,Sur,13.0,442921.0,4470174.0,T,"102, 111"
RONDA SUR-SERENA,Ronda,de,Sur,13.0,443249.0,4469914.0,T,"102, 111"
BOHONAL-RUIDERA,Calle,de,Bohonal,13.0,442735.0,4470315.0,T,"102, 111"
RUIDERA,Calle,de,Ruidera,13.0,442925.0,4470490.0,T,111
CARLOS MARTIN ALVAREZ-AV.SAN DIEGO,Calle,de,Carlos Martín Álvarez,13.0,443538.0,4470988.0,T,"103, 111"
VILLABLANCA-SEPIOLITA,Calle,de,Villablanca,19.0,449188.0,4473146.0,T,"100, 106, 159, N6, N7"
Pº ARTILLEROS-AV.DAROCA,Paseo,de los,Artilleros,19.0,448423.0,4473059.0,T,100
AV.DAROCA-CALAHORRA,Avda,de,Daroca,19.0,448083.0,4473266.0,T,"4, 100, 106, N7"
AVDA. CANILLEJAS A VICALVARO,Avda,de,Canillejas a Vicálvaro,20.0,448318.0,4474278.0,T,"4, 106, 159"
GTA.DE EMBAJADORES,Gta,de,Embajadores,2.0,440547.0,4473150.0,T,"C2, NC2"
HACIENDA PAVONES-CENTRO DE SALUD,Calle,de la,Hacienda de Pavones,14.0,446715.0,4472446.0,T,"8, 71, E4, N8"
INDALECIO PRIETO-JOSE PRAT,Bulv,de,Indalecio Prieto,19.0,447257.0,4472269.0,T,"8, 71"
JOSE PRAT-LADERA ALMENDROS,Bulv,de,José Prat,19.0,447029.0,4472317.0,T,"8, 71, E4"
JOSE PRAT-INDALECIO PRIETO,Bulv,de,José Prat,19.0,447347.0,4472298.0,T,"130, E4"
CHANTADA-CESAR MANRIQUE,Calle,de,Chantada,8.0,439042.0,4480791.0,T,42
CHANTADA-CANDIDO MATEOS,Calle,de,Chantada,8.0,439223.0,4480732.0,T,42
CHANTADA-CANDIDO MATEOS,Calle,de,Chantada,8.0,439218.0,4480748.0,T,42
AV.LOS ANDES-AV.ARROYO DEL SANTO,Avda,de los,Andes,16.0,447390.0,4478606.0,T,"104, 112, 122, 153"
AV.DE LOS ANDES-AÑIL,Avda,de los,Andes,16.0,447697.0,4478856.0,T,"104, 112, 122"
ARTURO SORIA-CALERUEGA,Calle,de,Arturo Soria,15.0,443402.0,4481187.0,T,"125, N1"
GTA.DE RUIZ JIMENEZ,Gta,de,Ruiz Jiménez,1.0,440205.0,4475873.0,T,"3, 147"
LA CORTE DEL FARAON-E.BARREIROS,Calle,de,La Corte de Faraón,17.0,440660.0,4468364.0,T,116
HACIENDA DE PAVONES-FTE.CARRANTONA,Calle,de la,Hacienda de Pavones,14.0,446167.0,4472640.0,T,"71, E4"
HACIENDA DE PAVONES-FTE.CARRANTONA,Calle,de la,Hacienda de Pavones,14.0,446173.0,4472646.0,T,"71, E4"
ESTACION DE MENDEZ ALVARO,Calle,del,Ombu,2.0,442623.0,4472054.0,T,113
AV.SAN LUIS-SOLSONA,Avda,de,San Luis,16.0,444852.0,4480595.0,T,"107, 125, 172, 172SF"
RAMIREZ DE PRADO-JUAN MARIANA,Calle,de,Ramírez de Prado,2.0,441872.0,4472499.0,T,8
RIBERA DEL LOIRA Nº 52,Calle,de la,Ribera del Loira,21.0,447573.0,4479385.0,T,104
AV.25 SEPTIEMBRE-PZA.ENSIDESA,Avda,del,Veinticinco de Septiembre,20.0,447115.0,4477404.0,T,104
GTA.RICARDO VELAZQUEZ BOSCO,Gta,de,Ricardo Velázquez Bosco,20.0,446990.0,4477809.0,T,104
AV.25 SEPTIEMBRE-PZA.J.A.SUANCES,Avda,del,Veinticinco de Septiembre,20.0,447075.0,4477553.0,T,104
SUECIA-BUCAREST,Calle,de,Suecia,20.0,448832.0,4475476.0,T,"38, 140, N6"
R.BELTRAN ROZPIDE-RAFAELA YBARRA,Calle,de,Ricardo Beltrán y Rózpide,12.0,439566.0,4469890.0,T,78
VALCARLOS - Pº SAN MILLAN DE LA COGOLLA,Calle,de,Valcarlos,8.0,443577.0,4484010.0,T,175
Pº.SAN MILLAN DE LA COGOLLA-SIERRA ATAPUERCA,Paseo,de,San Millán de la Cogolla,8.0,443393.0,4484049.0,T,175
FUENTESPINA,Calle,de,Fuentespina,18.0,448773.0,4470332.0,T,"58, 63"
"ARROYO FONTARRON, 301",Calle,del,Arroyo Fontarrón,14.0,445616.0,4472138.0,T,"63, N9"
ARROYO FONTARRON-E.PALACIOS,Calle,del,Arroyo Fontarrón,14.0,445220.0,4472519.0,T,"63, 143, N9"
AVDA.MEDITERRANEO-MORATALAZ,Calle,del,Arroyo Fontarrón,14.0,445025.0,4472678.0,T,"63, 143, 145, E, N9"
FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA,Calle,de,Francos Rodríguez,9.0,439502.0,4479093.0,T,64
ANTONIO MACHADO-A.MARTIN ALZAGA,Calle,de,Antonio Machado,9.0,439141.0,4479494.0,T,64
Pº. STA.Mª CABEZA-Pº.CHOPERA,Paseo,de,Santa María de la Cabeza,2.0,440497.0,4472298.0,T,"55, 60, E1, N17"
MALGRAT MAR-PONT MOLINS,Calle,de,Malgrat de Mar,13.0,445425.0,4471924.0,T,54
VICTOR SERNA-COLOMBIA,Calle,de,Víctor de la Serna,5.0,443154.0,4478852.0,T,52
PARAGUAY-COSTA RICA,Calle,de,Paraguay,5.0,443157.0,4479098.0,T,52
STA.Mª MAGDALENA-CTE.AZCARRAGA,Calle,de,Santa María Magdalena,5.0,443309.0,4479358.0,T,52
PUERTO RICO,Calle,de,Puerto Rico,5.0,442930.0,4479098.0,T,52
PTO.RICO-COLOMBIA,Calle,de,Puerto Rico,5.0,442921.0,4478935.0,T,52
PTO.RICO-URUGUAY,Calle,de,Puerto Rico,5.0,442940.0,4478715.0,T,52
BIARRITZ,Calle,de,Biarritz,4.0,443791.0,4476539.0,T,"43, 53, 74, N3"
AV.BADAJOZ-TANATORIO,Avda,de,Badajoz,15.0,444431.0,4477095.0,T,"53, 122, N3"
LUIS CALVO-MTNEZ.IZQUIERDO,Calle,de,Luis Calvo,4.0,443716.0,4476510.0,T,"53, 74"
AV.ALBUFERA-SIERRA CARBONERA,Avda,de la,Albufera,13.0,443815.0,4472037.0,T,"54, 57, 58, 136, N10, N25"
AV.ALBUFERA-SIERRA DEL CADI,Avda,de la,Albufera,13.0,444015.0,4471897.0,T,"54, 58, 136, N25"
AV.ALBUFERA-PAYASO FOFO,Avda,de la,Albufera,13.0,444277.0,4471709.0,T,"54, 58, 103, 136, N25"
AVDA. ALBUFERA,Avda,de la,Albufera,13.0,444900.0,4471580.0,T,"58, 103, 143"
GRAN VIA HORTALEZA-LOPEZ DE HOYOS,G.v.,de,Hortaleza,16.0,444727.0,4480021.0,T,87
PADRE DAMIAN-SANTIAGO BERNABEU,Calle,del,Padre Damián,5.0,441858.0,4478631.0,T,150
PADRE DAMIAN-ALBERTO ALCOCER,Calle,del,Padre Damián,5.0,442000.0,4479146.0,T,150
FRAY.B.SAHAGUN-PZA.M.MOLAS,Calle,de,Fray Bernardino Sahagún,5.0,442064.0,4479519.0,T,150
ALFONSO XIII-PZA.PRESIDENTE CARDENAS,Avda,de,Alfonso XIII,5.0,442412.0,4479269.0,T,150
PZA.PERU-AV.PIO XII,Plaza,del,Perú,5.0,442726.0,4479301.0,T,150
FRAY.B.SAHAGUN-MENENDEZ PIDAL,Calle,de,Fray Bernardino Sahagún,5.0,442270.0,4479371.0,T,150
FRAY.B.SAHAGUN-PZA.M.MOLAS,Calle,de,Fray Bernardino Sahagún,5.0,442061.0,4479550.0,T,150
PADRE DAMIAN-SANTIAGO BERNABEU,Calle,del,Padre Damián,5.0,441839.0,4478630.0,T,150
TORRELAGUNA-RAFAEL BERGAMIN,Calle,de,Torrelaguna,15.0,444177.0,4478228.0,T,53
EMETERIO CASTAÑOS-MANUEL URIBE,Calle,de,Emeterio Castaños,16.0,444055.0,4479702.0,T,87
AYACUCHO-MAR ADRIATICO,Calle,de,Ayacucho,16.0,445941.0,4480321.0,T,"120, 125"
CUEVAS DE ALMANZORA-MOJACAR,Calle,de,Cuevas de Almanzora,16.0,444415.0,4481456.0,T,"129, N1"
ROQUETAS DE MAR-TIJOLA,Calle,de,Roquetas de Mar,16.0,444169.0,4481641.0,T,"129, N1"
PTE.VALLECAS-M30,Avda,de la,Paz,13.0,443340.0,4472435.0,T,"58, 111"
PIO FELIPE-BENJAMIN PALENCIA,Calle,de,Pío Felipe,13.0,444752.0,4472037.0,T,"54, 141, 143, N10"
MENDIVIL-DOCTOR SALGADO,Calle,de,Mendívil,13.0,443806.0,4472514.0,T,141
SIERRA TOLEDANA-CAMINO VALDERRIBAS,Calle,de,Sierra Toledana,13.0,444046.0,4472492.0,T,141
BALTASAR SANTOS-PTO.NAVACERRADA,Calle,de,Baltasar Santos,13.0,444333.0,4472787.0,T,141
MARISMAS-MARUJA GARCIA ROMERO,Calle,de,Las Marismas,13.0,444535.0,4472878.0,T,141
MARISMAS-RAMON PEREZ AYALA,Calle,de,Las Marismas,13.0,444659.0,4472729.0,T,141
RAMON PEREZ DE AYALA Nº 94,Calle,de,Ramón Pérez de Ayala,13.0,444913.0,4472516.0,T,141
Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,Paseo,de,San Millán de la Cogolla,8.0,443186.0,4484355.0,T,175
VENTISQUERO CONDESA-C.HERRERA ORIA,Avda,del,Ventisquero de la Condesa,8.0,439524.0,4481881.0,T,"64, N21"
FERMIN CABALLERO-AV.BETANZOS,Calle,de,Fermín Caballero,8.0,439562.0,4481658.0,T,"67, 83, 127, 133"
VALENCIA DE DON JUAN-ALFREDO MARQUERIE,Calle,de,Valencia de Don Juan,8.0,440692.0,4482281.0,T,"67, 133, N23"
Pº. CASTELLANA-MONFORTE DE LEMOS,Paseo,de la,Castellana,8.0,441878.0,4481045.0,T,"67, 124, 134, 135, 173, 175, 176, 178, N24"
FCO.SILVELA-PRINCIPE VERGARA,Calle,de,Francisco Silvela,5.0,442483.0,4476928.0,T,"C1, NC1"
GOYA-LOMBIA,Calle,de,Goya,4.0,442995.0,4475326.0,T,"30, C1"
Pº JUAN XXIII-BEATRIZ BOBADILLA,Paseo,de,Juan XXIII,9.0,439323.0,4477998.0,T,C2
PZA.MARQUES DE COMILLAS,Plaza,del,Marqués de Comillas,9.0,439071.0,4477656.0,T,C2
ISAAC PERAL-JULIAN ROMEA,Calle,de,Isaac Peral,9.0,439106.0,4477373.0,T,C2
FCO.SILVELA-PRINCIPE VERGARA,Calle,de,Francisco Silvela,5.0,442475.0,4476992.0,T,"C2, NC2"
RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,Calle,de,Raimundo Fernández Villaverde,6.0,441380.0,4477750.0,T,"C2, NC2"
ARTURO SORIA-CELESTE,Calle,de,Arturo Soria,15.0,444367.0,4478865.0,T,"11, 70, N3"
JUAN J.LOPEZ IBOR-ISLA CRISTINA,Calle,del,Doctor Juan José López Ibor,9.0,438556.0,4480367.0,T,64
ISLAS ALEUTIANAS-AV.C.HERRERA ORIA,Calle,de las,Islas Aleutianas,8.0,438324.0,4481206.0,T,64
AZCONA-VILLAFRANCA,Calle,de,Azcona,4.0,443610.0,4476561.0,T,"43, 48, N3"
EMBAJADORES-PQUE.LINEAL MANZANARES,Calle,de los,Embajadores,13.0,442286.0,4469511.0,T,T32
Pº MOLINO-PZA.LEGAZPI,Paseo,del,Molino,2.0,441186.0,4471576.0,T,"62, 148, 156, 180, N13, T32"
Pº MOLINO-PZA.LEGAZPI,Paseo,del,Molino,2.0,441177.0,4471552.0,T,"156, 180, T32"
PZA.MONCLOA,Calle,de la,Princesa,9.0,439175.0,4476368.0,T,"1, 1, 44, 138, C1"
AV.PIO XII-PZA.PERU,Avda,de,Pío XII,5.0,442742.0,4479328.0,T,"16, 29"
CTRA. DE VILLAVERDE A VALLECAS-COALICION,Ctra,de,Villaverde a Vallecas,17.0,441757.0,4467665.0,T,"123, 130"
CTRA. DE VILLAVERDE A VALLECAS-COALICION,Ctra,de,Villaverde a Vallecas,17.0,441750.0,4467666.0,T,"123, 130"
AV.CDAD.BARCELONA-M30,Avda,de la,Ciudad de Barcelona,3.0,443214.0,4472472.0,T,"10, 136, 310, N10, N25"
ESTEBAN CARROS-COOP.ELECTRICA,Calle,de,Esteban Carros,13.0,444273.0,4469646.0,T,102
PADRE LLANOS-ESTEBAN CARROS,Calle,del,Padre Llanos,13.0,444397.0,4469788.0,T,102
CRISTOBAL BORDIU-STA.ENGRACIA,Calle,de,Cristóbal Bordiú,7.0,440447.0,4477394.0,T,45
CRISTOBAL BORDIU-ALENZA,Calle,de,Cristóbal Bordiú,7.0,440660.0,4477380.0,T,45
CRISTOBAL BORDIU-ALONSO CANO,Calle,de,Cristóbal Bordiú,7.0,440933.0,4477361.0,T,45
Pº DELICIAS-PZA.LEGAZPI,Paseo,de las,Delicias,2.0,441118.0,4471709.0,T,"8, 19, 45, 47, 59, 62, 76, 85, 86, 247"
AVDA. VALLADOLID,Avda,de,Valladolid,9.0,438378.0,4475607.0,T,46
AVDA. VALLADOLID,Avda,de,Valladolid,9.0,437987.0,4476180.0,T,46
MARTIN FIERRO-OBISPO TREJO,Calle,de,Martín Fierro,9.0,438067.0,4476627.0,T,U
AV.JUAN HERRERA-PZA.C.CISNEROS,Avda,de,Juan de Herrera,9.0,438429.0,4477005.0,T,"46, U"
AV.JUAN HERRERA-PZA.C.CISNEROS,Avda,de,Juan de Herrera,9.0,438423.0,4477024.0,T,"46, 160, 161"
CONCEJAL FCO.J.MARTIN-GOTARRENDURA,Calle,del,Concejal Francisco José Jiménez Martín,10.0,437642.0,4472834.0,T,119
AVDA. VALLADOLID,Calle,de,Loeches,9.0,438002.0,4476130.0,T,46
AV.VALLADOLID-BRIGADA TRAFICO,Avda,de,Valladolid,9.0,438199.0,4475822.0,T,"46, N20"
GRAN VIA HORTALEZA-GTA.SANDRO PERTINI,G.v.,de,Hortaleza,16.0,445534.0,4480253.0,T,87
FUENCARRAL-GTA.QUEVEDO,Calle,de,Fuencarral,7.0,440396.0,4476274.0,T,149
GRAL.PERON-ORENSE,Avda,del,General Perón,6.0,441139.0,4478394.0,T,"43, 149"
JOAN MARAGALL-SAN GERMAN,Calle,del,Capitán Haya,6.0,441423.0,4478885.0,T,149
JOAN MARAGALL-ROSARIO PINO,Calle,del,Capitán Haya,6.0,441476.0,4479458.0,T,149
ROSARIO PINO-CAPITAN HAYA,Calle,de,Rosario Pino,6.0,441386.0,4479502.0,T,149
ORENSE-SOR ANGELA CRUZ,Calle,de,Orense,6.0,441235.0,4479251.0,T,149
AV.AVIACION-Pº EXTREMADURA,Avda,de los,Arqueros,10.0,433207.0,4470638.0,T,"39, N19"
ENRIQUE Gª ALVAREZ-M.MONTJUICH,Calle,de,Enrique García Álvarez,18.0,448020.0,4470330.0,T,"58, N9"
AV.STA.EUGENIA Nº 13,Avda,de,Santa Eugenia,18.0,448305.0,4470926.0,T,"58, 63"
AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,Avda,de,Santa Eugenia,18.0,448815.0,4470579.0,T,"58, 63"
FUENTESPINA-AV.STA.EUGENIA,Calle,de,Fuentespina,18.0,448521.0,4470238.0,T,"58, 63"
AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,Avda,de,Santa Eugenia,18.0,448383.0,4470383.0,T,"58, 63"
ENRIQUE Gª ALVAREZ-M.MONTJUICH,Calle,de,Enrique García Álvarez,18.0,448009.0,4470316.0,T,58
PZA.SIERRA DE GADOR,Calle,de,Sierra Gador,18.0,447317.0,4470316.0,T,"54, 58, 103, 142"
CONGOSTO-LA REVOLTOSA,Calle,del,Congosto,18.0,447448.0,4469842.0,T,"54, N9"
MONTES DE BARBANZA-SIERRA EJE,Calle,de los,Montes de Barbanza,18.0,447563.0,4470102.0,T,"54, 103, 142"
MARIA DROC-SAN DALMACIO,Paseo,de,María Droc,17.0,441227.0,4466428.0,T,"59, 79, N13"
ROCAFORT-MONCADA,Calle,de,Rocafort,17.0,441328.0,4466145.0,T,"59, 79, N13"
Pº STA.Mª CABEZA-MARIBLANCA,Calle,de,Mariblanca,12.0,440045.0,4471661.0,T,"55, 60, N17"
AV.RAMON Y CAJAL-MOSTOLES,Avda,de,Ramón y Cajal,5.0,443388.0,4478406.0,T,"43, 120"
AV.RAMON Y CAJAL-V.DE LA SERNA,Avda,de,Ramón y Cajal,5.0,442960.0,4478324.0,T,"43, 120"
CONCHA ESPINA-ESTADIO SANTIAGO BERNABEU,Avda,de,Concha Espina,5.0,441673.0,4478374.0,T,"43, 120, 150"
AVDA.GRAL.PERON-CAPITAN HAYA,Avda,del,General Perón,6.0,441332.0,4478406.0,T,43
PZA.DE CUZCO,Plaza,de,Cuzco,5.0,441664.0,4479113.0,T,"11, 40"
ALBERTO ALCOCER-Pº DE LA HABANA,Calle,de,Alberto Alcocer,5.0,442249.0,4479075.0,T,"11, 40"
ALBERTO ALCOCER-BOLIVIA,Calle,de,Alberto Alcocer,5.0,442615.0,4479081.0,T,"11, 40"
SAN NAZARIO Nº 1,Calle,de,San Nazario,5.0,443510.0,4477921.0,T,40
AV.ALFONSO XIII-PRADILLO,Avda,de,Alfonso XIII,5.0,443521.0,4478224.0,T,"40, 43"
AV.ALFONSO XIII-AV.ALHELIES,Avda,de,Alfonso XIII,5.0,443570.0,4478685.0,T,40
AV.ALFONSO XIII-AV.ASTER,Avda,de,Alfonso XIII,5.0,443560.0,4478972.0,T,40
Cº VIEJO LEGANES-AV.OPORTO,Calle,del,Camino Viejo de Leganés,11.0,438324.0,4471054.0,T,"118, N16"
Cº VIEJO LEGANES-PELICANO,Calle,del,Camino Viejo de Leganés,11.0,438222.0,4470841.0,T,"118, N16"
Cº VIEJO LEGANES-WENCESLAO,Calle,del,Camino Viejo de Leganés,11.0,438012.0,4470495.0,T,118
Cº VIEJO LEGANES-AV.ABRANTES,Calle,del,Camino Viejo de Leganés,11.0,437786.0,4470043.0,T,"118, N16"
MARIA ODIAGA-PADRE AMIGO,Calle,de,María Odiaga,11.0,437276.0,4470342.0,T,108
MARIA ODIAGA-WITERICO,Calle,de,María Odiaga,11.0,437107.0,4470254.0,T,108
AGUACATE-SECOYA,Calle,del,Aguacate,11.0,436917.0,4469246.0,T,"108, 118, N16"
GANDHI-LUIS RUIZ,Calle,de,Gandhi,15.0,446314.0,4475241.0,T,109
GANDHI-SAN TELESFORO,Calle,de,Gandhi,15.0,446099.0,4475223.0,T,109
FERNANDO GABRIEL-ARRIAGA,Calle,de,Fernando Gabriel,15.0,445886.0,4475304.0,T,109
EZEQUIEL SOLANA-PEDRO ANTONIO ALARCÓN,Calle,de,Pedro Antonio de Alarcón,15.0,445661.0,4475555.0,T,109
EMILIO FERRARI-VITAL AZA,Calle,de,Emilio Ferrari,15.0,445657.0,4476155.0,T,109
JULIAN CAMARILLO-AV.INSTITUCION L.ENSEÑANZA,Calle,de,Julián Camarillo,20.0,446367.0,4476240.0,T,105
JULIAN CAMARILLO-SANTA LEONOR,Calle,de,Julián Camarillo,20.0,446764.0,4476371.0,T,105
AV. ARCENTALES-AV.NIZA,Avda,de,Arcentales,20.0,448414.0,4476402.0,T,"38, 140, 167"
SUECIA-MARIA SEVILLA DIAGO,Calle,de,Suecia,20.0,448730.0,4476073.0,T,140
AV.CANILLEJAS A VICALVARO-HINOJAL,Avda,de,Canillejas a Vicálvaro,20.0,448248.0,4476057.0,T,"48, 167"
JULIAN CAMARILLO-MIGUEL YUSTE,Calle,de,Julián Camarillo,20.0,447191.0,4476561.0,T,105
ALCALA-HERMANOS DE PABLO,Calle,de,Alcalá,15.0,445486.0,4476466.0,T,"38, 109, 113, N5"
AV. DAROCA-CASALARREINA,Avda,de,Daroca,19.0,447941.0,4473408.0,T,"4, E3, E5"
AQUITANIA-REPUBLICA ESLOVACA,Calle,de,Aquitania,20.0,447861.0,4474709.0,T,"106, 140, 159, E2, N7"
SUECIA-RUMANIA,Calle,de,Suecia,20.0,448448.0,4474976.0,T,"140, 153, E2"
SERENA-BARROS,Calle,de la,Serena,13.0,443350.0,4470014.0,T,102
SAN MODESTO - ISIDRO FERNANDEZ,Calle,de,San Modesto,8.0,442011.0,4481926.0,T,"124, 137, N24"
VIRGEN ARANZAZU-ANGEL MUGICA,Calle,de la,Virgen de Aránzazu,8.0,441660.0,4482236.0,T,"124, 137, N24"
VIRGEN DE ARANZAZU Nº7,Calle,de la,Virgen de Aránzazu,8.0,441620.0,4482114.0,T,"124, 137"
SUECIA-FRANCFORT,Calle,de,Suecia,20.0,448654.0,4475065.0,T,"140, 153"
BELZUNEGUI-AV.POBLADOS,Calle,de,Belzunegui,11.0,437385.0,4469762.0,T,"47, 118, N16"
AV.POBLADOS-PARTERRE,Avda,de los,Poblados,11.0,436385.0,4470039.0,T,"121, 131, 139"
ILLESCAS-ESCALONA,Calle,de,Illescas,10.0,435221.0,4472195.0,T,"25, 121"
UNANIMIDAD-ALIANZA,Calle,de la,Unanimidad,17.0,441918.0,4467947.0,T,123
CTRA.VILLAVERDE A VALLECAS-COALICION,Ctra,de,Villaverde a Vallecas,17.0,441630.0,4467537.0,T,"123, 130"
AV.OROVILLA-UNANIMIDAD,Avda, ,Orovilla,17.0,441549.0,4468405.0,T,123
GTA.CUATRO CAMINOS,Gta,de,Cuatro Caminos,6.0,440457.0,4477830.0,T,124
AV.C.HERRERA ORIA-VENTISQUERO CONDESA,Calle,de,Úbeda,8.0,439419.0,4481783.0,T,"49, 64, 124"
AV.C.HERRERA ORIA-GINZO DE LIMIA,Avda,del,Cardenal Herrera Oria,8.0,440105.0,4482181.0,T,124
ALFREDO MARQUERIE-VALENCIA DE D.JUAN,Calle,de,Alfredo Marquerie,8.0,440654.0,4482281.0,T,124
CARDEÑOSA-LAGARTERA,Calle,de,Cardeñosa,13.0,442997.0,4470584.0,T,"102, N11"
LLANO CASTELLANO-ISLA DE JAVA,Avda,del,Llano Castellano,8.0,441983.0,4482632.0,T,"66, 124, 137, N24, SE704"
LLANO CASTELLANO-ISLA DE JAVA,Avda,del,Llano Castellano,8.0,441965.0,4482627.0,T,"66, 124, 137, N24, SE704"
FERMIN CABALLERO-ISLA DE AROSA,Calle,de,Fermín Caballero,8.0,439377.0,4481541.0,T,"67, 127, N21"
STO.ANGEL DE LA GUARDA-ARCINIEGA,Avda,de,Santo Ángel de la Guarda,9.0,439613.0,4479619.0,T,"126, 127, 132, N21"
FERMIN CABALLERO-ISLA DE TABARCA,Calle,de,Fermín Caballero,8.0,438921.0,4481267.0,T,"67, 127, N21"
ANTONIO MACHADO-VALDERRODRIGO,Calle,de,Antonio Machado,9.0,439101.0,4480394.0,T,"127, 132, N21"
GRAENA-AV.ORCASUR,Calle,de,Graena,12.0,440713.0,4469232.0,T,"78, 116"
RAFAELA YBARRA-CESTONA,Avda,de,Rafaela Ybarra,12.0,439644.0,4469586.0,T,"78, 81, 116, 131"
CRISTO VICTORIA-JASPE,Calle,del,Cristo de la Victoria,12.0,440195.0,4470292.0,T,78
CRISTO VICTORIA-SANTUARIO,Calle,del,Cristo de la Victoria,12.0,440700.0,4470632.0,T,78
RESINA-AV.ANDALUCIA,Calle,de la,Resina,17.0,441211.0,4465510.0,T,79
SAN CESAREO-SAN ERASMO,Calle,de,San Cesáreo,17.0,440147.0,4465689.0,T,79
SAN ERASMO-SAN NORBERTO,Calle,de,San Erasmo,17.0,440100.0,4465847.0,T,79
DOMINGO PARRAGA-AV.REAL DE PINTO,Calle,de,Domingo Párraga,17.0,439935.0,4466164.0,T,"79, N14"
ASTILLEROS-ESCRIBANOS,Calle,de los,Astilleros,17.0,439453.0,4466245.0,T,"79, N14"
DOMINGO PARRAGA-ALBERTO PALACIOS,Calle,de,Domingo Párraga,17.0,439597.0,4466162.0,T,"79, N14"
DOMINGO PARRAGA-AV.REAL DE PINTO,Calle,de,Domingo Párraga,17.0,440037.0,4466182.0,T,"79, N14"
SAN NORBERTO-SAN ERASMO,Calle,de,San Norberto,17.0,440120.0,4465892.0,T,79
RESINA-TRANSVERSAL SEXTA,Calle,de la,Resina,17.0,440601.0,4465486.0,T,"79, N14"
RESINA-AV.ANDALUCIA,Calle,de la,Resina,17.0,441160.0,4465494.0,T,79
AV.ANDALUCIA-ESCUELA DE LOGISTICA,Avda,de,Andalucía,17.0,441298.0,4465435.0,T,79
AV.ANDALUCIA-ROCAFORT,Calle,de,Moncada,17.0,441285.0,4466047.0,T,79
HUMERA Nº 50,Calle,de,Húmera,9.0,433767.0,4478180.0,T,160
AV.POBLADOS-DR.TOLOSA LATOUR,Avda,de los,Poblados,12.0,440402.0,4469362.0,T,"81, 121"
HOSPITAL 12 DE OCTUBRE-GTA.MALAGA,Acces,a la,Avenida de Andalucía Primero de Octubre),12.0,441050.0,4469854.0,T,"121, N15"
AV.POBLADOS-AV.ORCASUR,Avda,de los,Poblados,12.0,440754.0,4469388.0,T,"81, 121, N15"
SAN MARTIN DE PORRES-ARTESA DE SEGRE,Calle,de,San Martín de Porres,9.0,438419.0,4480272.0,T,"82, 137"
AV.LOGROÑO-LOS BREZOS,Avda,de,Logroño,21.0,450149.0,4479427.0,T,"105, 112, 115"
CTRA.HUMERA A ARAVACA-PINILLA,Ctra,de,Húmera,9.0,433979.0,4478953.0,T,"160, 161, N28"
AV.ROSALES-SILVINA,Avda,de,Los Rosales,12.0,441533.0,4468892.0,T,"23, N12"
RIBERA DEL LOIRA Nº16,Calle,de la,Ribera del Loira,21.0,447163.0,4479938.0,T,104
